meal_name,recipe,ingredients,calories,proteins,carbohydrates,fats,image_url
Frito,"Lave y remoje a Toor Dal en aprox. 3 tazas de agua, durante al menos una hora. Dal tendrá un doble volumen después de remojar. Drene el agua.
Cocine el dal con 2-1/2 tazas de agua y agregue sal, cúrcuma, a fuego medio alto, hasta que esté suave (aproximadamente 30 minutos) debe ser como una sopa espesa.
En una sartén, calienta el ghee. Agregue semillas de comino y semillas de mostaza. Después de que las semillas se rompan, agregue hojas de laurel, chile verde, jengibre y polvo de chile. Revuelva por unos segundos.
Agregue los tomates, la sal y el azúcar revuelva y cocine hasta que los tomates estén tiernos y blandos.
Agregue Cilantro y Garam Masala Cook por aproximadamente un minuto.
Vierta el condimento a través de Dal Mezclar bien y cocine por otro minuto.
Servir con naan.","Toor dal, agua, sal, ghee, tomates picados, semillas de comino, semillas de mostaza, chile verde, jengibre, cilantro, pimiento rojo, sal, azúcar",615.0,19.518,71.696,49.191,https://www.themealdb.com/images/media/meals/wuxrtu1483564410.jpg
Chick-fil-A Sandwich,"Envuelva el pollo libremente entre la envoltura de plástico y la golpee suavemente con el lado plano de un ablandador de carne hasta aproximadamente 1/2 pulgada de espesor alrededor.
Corte en dos piezas, lo más parecido posible.
Marinar en el jugo de pepinillo durante 30 minutos a una hora (agregue una cucharadita de salsa Tabasco ahora para un sándwich picante).
Batir el huevo con la leche en un tazón.
Combine la harina, el azúcar y las especias en otro tazón.
Sumerja los trozos de pollo cada uno en el huevo en ambos lados, luego cubra en harina en ambos lados.
Calienta el aceite en una sartén (1/2 pulgada de profundidad) a aproximadamente 345-350.
Fríe cada chuleta durante 2 minutos por cada lado, o hasta que estén doradas y cocinadas.
Bifre en papel y sirva en bollos tostados con rodajas de encurtidos.","Pechuga de pollo, jugo de pepinillo, huevo, leche, harina, azúcar glas, sal, ajo en polvo, sal de apio, pimienta de cayena, aceite de oliva, sésamo de hamburguesa de semillas bollos",4.0,2.7672714285714286,3.3882,2.3246857142857142,https://www.themealdb.com/images/media/meals/sbx7n71587673021.jpg
Tarta de melaza,"Primero haga la masa corta de la corteza: mida la harina en un tazón grande y frote la mantequilla con la punta de los dedos hasta que la mezcla se asemenda en las migas de pan fino (alternativamente, esto se puede hacer en un procesador de alimentos). Agregue unas tres cucharadas de agua fría y mezcle a una masa firme, envuelva en la película adhesiva y enfríe en el refrigerador durante unos 20 minutos.
Precaliente el horno a 200 C/400F/Gas 6 y coloque una bandeja de horno pesado en el horno para que se caliente. Engrase una profunda lata de flan de lecho de lecho de fondo suelto de 18 cm/7 pulgadas con mantequilla.
Retire aproximadamente 150 g/5½ oz de pasteles de la bola principal y reserve para la red de red.
Enrolle el resto de la masa en una superficie de trabajo ligeramente enharinada y alinee la lata de flan preparada con la masa.
Pinea la base con un tenedor, para evitar que la base se levante durante la cocción.
Coloque la masa reservada para la tapa de la red en la película adhesiva y extienda finamente. El huevo lave la masa y reserva para enfriar en la nevera (la película de adhesivos hace que sea más fácil moverse). No cortes en las tiras en esta etapa. No lave el huevo las tiras una vez que estén en la tarta, ya que goteará en la mezcla de melaza.
Para hacer el relleno, caliente el jarabe suavemente en una sartén grande pero no hierva.
Una vez derretido, agregue las migas de pan, el jugo de limón y la ralladura al jarabe. (Puede agregar menos limón si prefiere menos sabor cítrico). Si la mezcla se ve útil, agregue algunas migas de pan.
Vierta la mezcla de jarabe en la lata forrada y nivele la superficie.
Retire la masa reservada del refrigerador y córtelo en tiras largas, de 1 cm/½ pulgada de ancho. Asegúrese de que sean más largos que los bordes de la lata agraria.
Huevo Lave el borde de la masa en la lata y comience a hacer el patrón de celosía tejido sobre la mezcla, deje las tiras colgadas sobre el borde de la lata.
Una vez que la red esté en su lugar, use el borde de hojalata para cortar las tiras presionando con las manos, creando un acabado ordenado.
Hornee en la bandeja de horno precalentada en el horno caliente durante unos 10 minutos hasta que la masa haya comenzado a colorear, y luego reduzca la temperatura del horno a 180C/350F/Gas 4. Si en esta etapa la red parece estar demasiado oscuro, cubra la tarta con papel de aluminio.
Hornee durante otros 25-30 minutos hasta que la masa esté dorada y el conjunto de relleno.
Retire la tarta del horno y deje que se reafirmen en la lata. Servir cálido o frío.","Harina lisa, mantequilla, jarabe dorado, pan rallado, limones, huevos",3345.0,47.1075,635.363,119.915,https://www.themealdb.com/images/media/meals/wprvrw1511641295.jpg
Keleya Zaara,"Calienta el aceite vegetal en una sartén grande a fuego medio-alto. Agregue el cordero y cocine hasta que estén dorados por todos los lados, aproximadamente 5 minutos. Sazone con azafrán, sal y pimienta al gusto; Agregue todas menos 4 cucharadas de cebolla y vierta el agua. Lleve a ebullición, luego cubra, reduzca el fuego a medio-bajo y cocine a fuego lento hasta que el cordero esté tierno, aproximadamente 15 minutos.
Descubra la sartén, agregue la mantequilla y permita que la salsa reduzca de 5 a 10 minutos a la consistencia deseada. Sazone al sabor con sal y pimienta, luego vierta en un plato para servir. Espolvorea con las cebollas picadas y el perejil restantes. Decorar con rodajas de limón para servir.","Aceite de oliva, cordero, cebolla, agua, mantequilla, limón",4980.0,48.68599999999992,14.1032,576.903,https://www.themealdb.com/images/media/meals/8x09hy1560460923.jpg
Casco de cerdo,"Caliente el horno a 140 ° C/120c ventilador/gas 1. Coloque una sartén grande a prueba de horno (con una tapa ajustada) a fuego alto. Agregue su grasa y carne cortada en cubitos, cocine por unos minutos para sellar los bordes, lo que revela rápidamente para cocinar de manera uniforme. Reduzca el fuego a bajo, agregue la cebolla en rodajas, dientes de ajo entero, semillas de zanahoria y hinojo, y cocine suavemente para suavizar las verduras durante unos minutos.
Vierta sobre el vinagre de vino tinto, raspando cualquier trozo carnoso del fondo de la sartén. Agregue el stock, el puré de tomate y la mitad del romero y el perejil. Lleve a ebullición y cocine a fuego lento durante 10 minutos, luego sazone, cubra con una tapa y póngase en el horno durante 2 horas, quitando la tapa durante la última hora de cocción. Revuelva ocasionalmente y agregue los frijoles con 30 minutos para el final.
Retire la sartén del horno y caliente la parrilla. Explique la parte superior con las hierbas y las migas de pan restantes, rocíe un poco de aceite sobre la parte superior y regrese al horno durante 5-10 minutos, hasta que las migas de pan estén doradas. Servir con pan crujiente y verduras verdes.","Grasa de ganso, carne de cerdo, cebolla, ajo, zanahorias, semillas de hinojo, vinagre de vino tinto, caldo vegetal, puré de tomate, frijoles haricot, pan rallado, aceite, pan, brócoli",1550.0,164.93205361399998,260.78184306199995,47.926010226,https://www.themealdb.com/images/media/meals/wxuvuv1511299147.jpg
Pizza Express Margherita,"1 Precaliente el horno a 230 ° C.

2 Agregue el azúcar y desmenuzca la levadura fresca en agua tibia.

3 Permita que la mezcla se ponga de pie durante 10 a 15 minutos en un lugar cálido (encontramos que un alféizar en un día soleado funciona mejor) hasta que la espuma se desarrolle en la superficie.

4 Tamizar la harina y la sal en un tazón de mezcla grande, hacer un pozo en el medio y verter la mezcla de levadura y el aceite de oliva.

5 Enhina ligeramente sus manos y mezcle lentamente los ingredientes hasta que se unan.

6 Espolvorea generosamente tu superficie con harina.

7 Gire la masa y comience a amasar durante 10 minutos hasta que esté suave, sedoso y suave.

8 Coloque en una bandeja para hornear antiadherente ligeramente engrasada (usamos una ronda, ¡pero cualquier forma servirá!)

9 Extienda el passata en la parte superior asegurándose de ir al borde.

10 Coloque uniformemente la mozzarella (u otro queso) en la parte superior, sazone con el orégano y la pimienta negra, luego rocíe con un poco de aceite de oliva.

11 Cocine en el horno durante 10-12 minutos hasta que el queso se coloree ligeramente.

12 Cuando esté listo, coloque la hoja de albahaca en la parte superior y colóquelo.","Agua, azúcar, levadura, harina lisa, sal, aceite de oliva, passata, mozzarella",860.0,46.095,186.719,18.9845,https://www.themealdb.com/images/media/meals/x0lk931587671540.jpg
Chile vegetariano,"Caliente el horno a 200c/ 180c ventilador/ gas 6. Cocine las verduras en una cacerola durante 15 minutos. Incline los frijoles y los tomates, sazone y cocine por otros 10-15 minutos hasta que se caliente. Calienta la bolsa en el microondas en alto durante 1 minuto y sirve con el chile.","Vegetales asados, frijoles, tomates picados, grano mixto",0.0,13.320000000000002,54.0,2.08,https://www.themealdb.com/images/media/meals/wqurxy1511453156.jpg
Pollo Jerk con arroz y guisantes,"Para hacer la marinada de Jerk, combine todos los ingredientes en un procesador de alimentos junto con 1 cucharadita de sal y mezcle a un puré. Si tiene problemas para que se mezcle, simplemente siga apagando la licuadora, revolviendo la mezcla e intentando nuevamente. Eventualmente comenzará a combinarse: no se sienta tentado a agregar agua, ya que desea una pasta espesa.

Pruebe la mezcla Jerk para su condimento: debe tener un sabor salado, pero no desagradable, salado. Ahora puedes tirar más chiles si no es lo suficientemente picante para ti. Si sabe demasiado salado y agrio, intente agregar un poco más de azúcar morena hasta que la mezcla tenga un sabor bien equilibrado.

Haga algunas cortes en los muslos de pollo y vierta la marinada sobre la carne, frotándola en todas las grietas. Cubra y deje marinar durante la noche en el refrigerador.

Si desea barbacoa su pollo, haga que las brasas se quemen 1 hora más o menos antes de que esté listo para cocinar. Las carnes jerked auténticas no están exactamente a la parrilla, ya que pensamos en la parrilla, sino a la parrilla. Para obtener una experiencia de imbécil más auténtica, agregue algunas astillas de madera a su barbacoa y cocine su pollo por fuego lento e indirecto durante 30 minutos. Para cocinar en el horno, caliente a un ventilador/gas/gas de 180c/160c 4. Coloque los trozos de pollo en una lata asada con las mitades de lima y cocine durante 45 minutos hasta que estén tiernos y cocinen.

Mientras se cocina el pollo, prepare el arroz y los guisantes. Enjuague el arroz en abundante agua fría, luego volee en una cacerola grande con todos los ingredientes restantes, excepto los frijoles de riñón. Sazone con sal, agregue 300 ml de agua fría y coloque a fuego alto. Una vez que el arroz comience a hervir, gire a fuego medio, cubra y cocine durante 10 minutos.

Agregue los frijoles al arroz, luego cubra con una tapa. Deje el fuego durante 5 minutos hasta que todo el líquido sea absorbido. Exprima la lima asada sobre el pollo y sirva con el arroz y los guisantes, y un poco de salsa picante si te gusta realmente picante.","Muslos de pollo, lima, cebolletas de primavera, jengibre, ajo, cebolla, chile rojo, lima, salsa de soja, aceite vegetal, azúcar morena, pimienta de Jamaica, arroz basmati, leche de coco, cebolletas de primavera, ajo, pimienta de referencia, frijoles de riñón",3535.0,211.544,700.635,93.26,https://www.themealdb.com/images/media/meals/tytyxu1515363282.jpg
Pollo tandoori,"Mezcle el jugo de limón con el pimentón y las cebollas rojas en un plato grande y poco profundo. Reduce cada muslo de pollo tres veces, luego gire en el jugo y reserve durante 10 minutos.
Mezcle todos los ingredientes de la marinada y vierta sobre el pollo. Dale a todo una buena mezcla, luego cubra y enfríe durante al menos 1 hora. Esto se puede hacer con hasta un día de anticipación.
Calienta la parrilla. Levante los trozos de pollo sobre una rejilla sobre una bandeja para hornear. Cepille un poco de aceite y la parrilla durante 8 minutos en cada lado o hasta que esté ligeramente carbonizado y completamente cocido.","limones, cebollas rojas, muslos de pollo, aceite vegetal, yogurt griego, jengibre, diente de ajo, comino molido, chile en polvo",0.0,24.63,36.6,17.025,https://www.themealdb.com/images/media/meals/qptpvt1487339892.jpg
Espagueti bólico,"Coloque la cebolla y el aceite en una sartén grande y fríe a fuego bastante alto durante 3-4 minutos. Agregue el ajo y la picadura y fríe hasta que ambos se doren. Agregue los champiñones y hierbas, y cocine por otros dos minutos.

Agregue los tomates, el caldo de carne de res, el ketchup de tomate o el puré, la salsa de Worcestershire y el condimento. Lleve a ebullición, luego reduzca el fuego, cubra y cocine a fuego lento, revolviendo ocasionalmente, durante 30 minutos.

Mientras tanto, cocine los espagueti en una gran sartén de agua hirviendo y salada, según las instrucciones de los paquetes. Escurra bien, pase el agua caliente a través de él, vuelva a colocarla en la sartén y agregue una pizca de aceite de oliva, si lo desea, luego agregue la salsa de carne. Sirva en tazones calientes y a mano alrededor de queso parmesano, para rociar en la parte superior.","Cebollas, aceite de oliva, ajo, carne de resia picada, champiñones, orégano seco, tomates, caldo de carne caliente, puré de tomate, salsa de Worcestershire, espagueti, parmesano",1555.0,166.029,285.799,30.736,https://www.themealdb.com/images/media/meals/sutysw1468247559.jpg
Ensalada de papa (ensalada Olivier),"Corta las papas y las zanahorias en pequeños cubos uniformes.
Colóquelos en una olla grande y llene con agua.
Agregue sal y vinagre. Lleve a ebullición a fuego medio alto y luego reduzca el fuego a medio y continúe cocinando hasta que las papas se cocinen, aproximadamente 15 minutos. Escurra las papas y deje que se enfríe a temperatura ambiente.
Mientras tanto, corta la salchicha y los encurtidos en cubos pequeños, y corta las cebollas verdes.
Corte los huevos duros en cubos pequeños también.
Si usa eneldo fresco, córtelo también.
En un tazón grande, combine papas, zanahorias, salchichas, encurtidos, guisantes y cebollas verdes.
Agregue mayonesa y eneldo y mezcle hasta que estén bien combinados.
Sal y pimienta al gusto. Cubra con una envoltura de plástico y refrigere durante al menos 1 hora antes de servir.","Papas, zanahorias, sal, vinagre de vino blanco, huevos, salchichas, guisantes, cebollas, mayonesa",0.0,0.0278999999999999,0.2874,0.0072,https://www.themealdb.com/images/media/meals/ebvuir1699013665.jpg
"Berenjena de estufa con harissa, garbanzos y yogurt de comino","Calienta el aceite en una sartén de 12 pulgadas a fuego alto hasta que brille. Agregue las berenjenas y baje el fuego al medio. Sazone con sal y pimienta mientras gira las berenjenas, dorándolas por todos los lados. Continúe cocinando, girando regularmente, hasta que un tenedor insertado en la berenjena no se encuentre con resistencia (es posible que tenga que soportarlos en su extremo grasa para terminar de cocinar las partes más gruesas), aproximadamente 20 minutos, bajar el fuego y rociar agua en la sartén según sea necesario si las berenjenas amenazan con quemar o fumar excesivamente.

2.
Mezcle la harissa, los garbanzos y los tomates, luego agregue a las berenjenas. Cocine hasta que los tomates se hayan ampollado y roto, aproximadamente 5 minutos más. Sazone con sal y pimienta y agregue agua según sea necesario para adelgazar a una consistencia picante. Mientras tanto, combine el yogurt y el comino en un tazón para servir. Sazone con sal y pimienta.

3.
Cubra la mezcla de berenjenas con el perejil, rocíe con más aceite de oliva virgen extra y sirva con el yogurt a un lado.","Aceite de oliva, plantas de huevo, harissa, garbanzos, tomates cherry, yogurt griego, comino molido",1245.0,93.49,311.55,29.125,https://www.themealdb.com/images/media/meals/yqwtvu1487426027.jpg
Pastel de chocolate vegano,Simplemente mezcle todos los ingredientes secos con ingredientes húmedos y mezcle por completo. Hornee durante 45 minutos en 180 grados. Decorar con un poco de chocolate vegano derretido,"Autocomisos de harina, azúcar de coco, cacao, polvo de hornear, huevos de lino, leche de almendras, vainilla, agua",370.0,0.716,123.215,1.323,https://www.themealdb.com/images/media/meals/qxutws1486978099.jpg
Desayuno inglés,"Calienta la placa de la parrilla plana a fuego lento, en la parte superior de 2 anillos/llamas si se ajusta, y cepille con moderación con aceite de oliva ligero.
Cocine las salchichas primero. Agregue las salchichas a la placa de parrilla caliente/la parte más fría si hay una y deje cocinar lentamente durante unos 15-20 minutos, girando ocasionalmente, hasta que esté dorado. Después de los primeros 10 minutos, aumente el fuego a medio antes de comenzar a cocinar los otros ingredientes. Si está luchando por el espacio, cocine completamente las salchichas y manténgase caliente en un plato en el horno.
Snip algunos pequeños cortes en el borde graso del tocino. Coloque el tocino directamente en la placa de la parrilla y fríe durante 2-4 minutos a cada lado o hasta que se alcance su crujiente preferido. Al igual que las salchichas, el tocino cocido se puede mantener caliente en un plato en el horno.
Para los champiñones, cepille cualquier suciedad con un cepillo de masa y recorte el nivel del tallo con la parte superior del hongo. Sazone con sal y pimienta y rocíe un poco de aceite de oliva. Coloque el lado del tallo hacia arriba en la placa de la parrilla y cocine durante 1-2 minutos antes de girar y cocinar durante 3-4 minutos más. Evite mover demasiado los champiñones mientras se cocina, ya que esto libera los jugos naturales, haciéndolos empapados.
Para los tomates, corte los tomates en el centro/o por la mitad a lo largo si usa tomates de ciruela, y con un cuchillo pequeño y afilado, retire el ""ojo"" verde. Sazone con sal y pimienta y rocíe con un poco de aceite de oliva. Coloque el lado de corte en la placa de la parrilla y cocine sin moverse durante 2 minutos. Déle la vuelta y sazona suavemente. Cocine por otros 2-3 minutos hasta que estén tiernos pero aún mantengan su forma.
Para el budín negro, corte el pudín negro en rodajas 3-4 y retire la piel. Coloque en la placa de la parrilla y cocine por 1½ 2 minutos a cada lado hasta que esté ligeramente crujiente.
Para el pan frito 'adecuado', es mejor cocinarlo en una sartén separada. Idealmente, use pan que tenga un par de días. Calienta una sartén a fuego medio y cubra la base con aceite. Agregue el pan y cocine por 2-3 minutos a cada lado hasta que esté crujiente y dorado. Si la bandeja se vuelve demasiado seca, agregue un poco más de aceite. Para un sabor más rico, agregue una perilla de mantequilla después de girar la rebanada.
Para los huevos fritos, rompa el huevo directamente en la sartén con el pan frito y deje durante 30 segundos. Agregue una buena perilla de mantequilla y salpique ligeramente/rompa el huevo con la mantequilla cuando se derrita. Cocine en su etapa preferida, sazone y retire suavemente con una rebanada de pescado.
Una vez que se cocinen todos los ingredientes, sirva en platos tibios y disfrute de inmediato con un buen apretón de tomate ketchup o salsa marrón.","Salchichas, tocino, champiñones, tomates, budín negro, huevos, pan",9.0,0.4109999999999997,0.0,1.113,https://www.themealdb.com/images/media/meals/utxryw1511721587.jpg
Estofado de frijoles croata,"Calienta el aceite en una sartén. Agregue las verduras picadas y saltee hasta que estén tiernos. Tome una olla, vacíe los frijoles junto con las verduras, coloque las salchichas dentro y cocine durante más de 20 minutos a fuego lento. O póngalo en un horno y hornee a una temperatura de 180ºC/350ºF durante 30 minutos. Este plato es aún mejor recalentado al día siguiente.","Frijoles cannellini, aceite vegetal, tomates, jalotes, ajo, chorizo",360.0,0.0,0.0,45.0,https://www.themealdb.com/images/media/meals/tnwy8m1628770384.jpg
Pastel de pastor vegetal,"Agregar ingredientes:

12 tazas de verduras mezcladas picadas
1 taza de champiñones frescos picados 
1 taza de cebollas perlas

CUBIERTA:

Precaliente el horno a 450 °. Hornee las papas en una bandeja para hornear forrada de papel hasta que estén tiernos, aproximadamente 45 minutos. Deja enfriar un poco, luego pele. Presione las papas a través de un ricer, fábrica de alimentos o cola en un tazón grande. Agregar mantequilla; Revuelva hasta que esté bien mezclado. Agregue la leche. Sazone al sabor con sal.

RELLENO:

Remoje porcini seco en 3 tazas de agua caliente; dejar de lado. Combine las lentejas, 1 clavo de ajo, 1 cucharadita. sal y 4 tazas de agua en una cacerola mediana. Llevar a ebullición; Reduzca el fuego y cocine a fuego lento, revolviendo ocasionalmente, hasta que las lentejas estén tiernas pero no blandas, de 15 a 20 minutos. Drene las lentejas y deseche el ajo.

Calentar 3 cucharadas. Aceite en una olla pesada grande a fuego medio. Agregue las cebollas y cocine, revolviendo ocasionalmente, hasta que esté suave, aproximadamente 12 minutos. Agregue el ajo picado y cocine por 1 minuto. Agregue la pasta de tomate. Cocine, revolviendo constantemente, hasta que la pasta de tomate esté caramelizada, de 2 a 3 minutos.

Agregue las hojas de laurel y el vino; Revuelva, raspando cualquier trozo de dorado. Agregue porcini, vertiendo lentamente porcini empapando el líquido en la sartén pero dejando cualquier sedimento atrás. Trae a fuego lento y cocine hasta que el líquido se reduzca a la mitad, aproximadamente 10 minutos. Agregue el caldo y cocine, revolviendo ocasionalmente, hasta que se reduzca a la mitad, aproximadamente 45 minutos.

Colar la mezcla en una cacerola grande y hierva; Deseche los sólidos en el colador. Revuelva la maicena y 2 cucharadas. agua en un tazón pequeño para disolver. Agregue la mezcla de maicena; Cocine a fuego lento hasta que espese, aproximadamente 5 minutos. Batir en miso. Sazone la salsa con sal y pimienta. Dejar de lado.

Precaliente el horno a 450 °. Mezcle las verduras y las cebollas de perlas con 2 cucharadas restantes. Aceite, 5 dientes de ajo y ramitas de romero en un tazón grande; Sazone con sal y pimienta. Divide entre 2 bandejas para hornear con borde. Asa, revolviendo una vez, hasta que estén tiernos, de 20 a 25 minutos. Transfiera los dientes de ajo a un tazón pequeño; Mash bien con un tenedor y revuelva en salsa. Deseche el romero. Haga con anticipación: las lentejas, la salsa y las verduras se pueden hacer 1 día por delante. Cubrir por separado; enfriar.
Organice las lentejas en una capa uniforme en un 3-Qt. Hornera para hornear; Coloque el plato en una bandeja para hornear con borde forrada de papel de aluminio. Mezcle vegetales asados ​​con champiñones frescos y hierbas picadas; Capa sobre las lentejas. Vierta salsa sobre las verduras. Coloque la mezcla de papa de manera uniforme.

Hornee hasta que estén doradas y burbujeantes, unos 30 minutos. Deje reposar durante 15 minutos antes de servir.","Papas, papas pequeñas, mantequilla salada, champiñones, lentejas marrones, ajo, sal kosher, cebolla, puré de tomate, hojas de laurel, aceite de oliva, vino blanco seco, caldo de vegetales, maicena, salsa de soja, cebollín",0.0,1.305999999999997,2.68,0.140999999999999,https://www.themealdb.com/images/media/meals/w8umt11583268117.jpg
Mbuzi Choma (cabra asada),"1. Pasos para la carne: 
 Asa la carne a fuego medio durante 50 minutos y sal de sal a medida que la gira.

2. Pasos para Ugali:
Hervir el agua y la sal en una cacerola de fondo pesado. Agregue la harina de maíz lentamente, dejando que caiga a través de los dedos de su mano.

3. Reduzca el fuego a medio-bajo y continúe revolviendo regularmente, rompiendo cualquier bulto con una cuchara, hasta que la papilla se aleje de los lados de la olla y se vuelva muy gruesa, aproximadamente 10 minutos.

4. Retire del calor y deje enfriar.

5. Coloque el Ugali en un tazón grande. Moje las manos con agua, forme una pelota y sirva.

6. Pasos para Kachumbari: mezcle los tomates, cebollas, chile y hojas de cilantro en un tazón.

7. ¡Sirve y disfruta!","Carne de cabra, harina de maíz, tomates, sal, cebolla, chile verde, hojas de cilantro",4000.0,290.63100000000003,766.188,60.00300000000001,https://www.themealdb.com/images/media/meals/cuio7s1555492979.jpg
Matar paneer,"Calienta el aceite en una sartén a fuego alto hasta que esté brillante. Agregue el paneer, luego baje el fuego un poco. Freír hasta que comience a dorarse en los bordes, luego voltearlo y dorar en cada lado; el paneer se dorará más rápido de lo que piensas, así que no te vayas. Retire el paneer de la sartén y escurra sobre papel de cocina.
Ponga el jengibre, el comino, la cúrcuma, el cilantro molido y el chile en la sartén, y fríe todo durante 1 minuto. Agregue los tomates, machacándolos con la parte posterior de una cuchara y cocine a fuego lento durante 5 minutos hasta que la salsa huele fragante. Agregue un toque de agua si es demasiado grueso. Sazone bien. Agregue los guisantes y cocine a fuego lento durante otros 2 minutos, luego agregue el paneer y espolvoree sobre el Garam Masala. Divida entre dos tazones, cubra con hojas de cilantro y sirva con pan naan, roti o arroz.","Aceite de girasol, paneer, jengibre, chile verde, tomate, guisantes, pan de naan",120.0,38.405,52.6396,26.477,https://www.themealdb.com/images/media/meals/xxpqsy1511452222.jpg
Pudín de pan y mantequilla,"Engrase un plato de pastel de 1 litro/2 con mantequilla.
Corta las costras del pan. Extienda cada rebanada con un lado con mantequilla, luego córtelo en triángulos.
Organice una capa de pan, al lado de mantequilla hacia arriba, en la parte inferior del plato, luego agregue una capa de sultanas. Espolvorea con un poco de canela, luego repita las capas de pan y sultanas, rociando con canela, hasta que hayas usado todo el pan. Termine con una capa de pan, luego reserve.
Calienta suavemente la leche y la crema en una sartén a fuego lento hasta el punto de escalada. No dejes que hierva.
Rompe los huevos en un tazón, agregue tres cuartos del azúcar y batir ligeramente hasta que estén pálidos.
Agregue la mezcla de leche tibia y crema y revuelva bien, luego cuele las natillas en un tazón.
Vierta las natillas sobre las capas de pan preparadas y espolvoree con nuez moscada y el azúcar restante y deje reposar durante 30 minutos.
Precaliente el horno a 180C/355F/GAS 4.
Coloque el plato en el horno y hornee durante 30-40 minutos, o hasta que la crema se haya puesto y la parte superior sea dorada.","mantequilla, pan, sultanas, leche, crema doble, huevos, azúcar",550.0,14.297499999999994,83.23499999999999,49.8,https://www.themealdb.com/images/media/meals/xqwwpy1483908697.jpg
Seri muka kuih,"Remoje el arroz glutinoso con agua durante al menos 1 ½ horas antes del uso. Drenar.
Prepare un molde para pastel redondo o cuadrado de 9 pulgadas y rocíe con rocía de cocción o línea con envoltura de plástico.
Mezcle la leche de coco, el agua, la sal y el arroz. Vérdelo en la bosque de pastel, cubierto con los nudos Pandan.
Vapor durante 30 minutos.
Después de 30 minutos, esponja el arroz y retire los nudos de pandan. Luego, usando una espátula engrasada, aplana el arroz al vapor. Asegúrese de que no haya agujeros/burbujas de aire y huecos en el arroz, especialmente los lados.
Vapor por otros 10 minutos.

Combine el jugo de pandan, la leche de coco, la harina para todo propósito, la homicidio de maíz y el azúcar. Mezclar bien.
Agregue los huevos y bate bien, luego coló en un tazón o maceta de metal de tamaño mediano.
Coloque la mezcla de Pandan sobre agua a fuego lento (caldera doble o Bain-Marie)
Revuelva continuamente y cocine hasta que las natillas comiencen a espesarse. (15 minutos)
Vierta la natilla de pandan en la capa de arroz glutinoso, dale un pequeño grifo (para burbujas de aire) y continúe vaporizando durante 30 minutos.
Retire Kuih Seri Muka de la vaporera y deje enfriar completamente antes de cortar rectángulos o formas de diamantes.","Arroz, leche de coco, agua, sal, harina de maíz, harina, huevos, crema de coco, azúcar",2508.0,41.743,509.07159999999993,104.3963,https://www.themealdb.com/images/media/meals/6ut2og1619790195.jpg
Budín clásico de Navidad,"Prepare todo para el budín. Pica las almendras gruesas. Pele, núclee y pica las manzanas de cocción. Afila tu cuchillo y corta la cáscara confitada. (Puede cortar las almendras y las manzanas en un procesador de alimentos, pero la cáscara debe hacerse a mano). Retire tres cuartos de la nuez moscada (suena mucho pero es correcto).

Mezcle las almendras, las manzanas, la cáscara confitada, la nuez moscada, las pasas, la harina, las migas de pan, el azúcar de moscovado ligero, los huevos y 2 cucharadas de brandy o coñac en un tazón grande. 

Sosteniendo la mantequilla en su envoltorio, ralle un cuarto en el tazón, luego revuelva todo. Repita hasta que toda la mantequilla esté rallada, luego revuelva durante 3-4 minutos; la mezcla está lista cuando disminuye ligeramente después de cada revuelo. Pídale a la familia que se agite también y haga que todos deseen. 

Generalmente mantee dos tazones de 1.2 litros y coloque un círculo de pergamino para hornear en el fondo de cada uno. Empaque en la mezcla de budín. Cubra con una doble capa de pergamino para hornear, pliegándolo para permitir la expansión, luego atar con cuerda (mantenga el papel en su lugar con una banda de goma mientras ataba). Recorte cualquier exceso de papel. 

Ahora se quite cada tazón en una lámina grande de papel de aluminio y levante los bordes sobre la parte superior, luego coloque otra lámina de lámina sobre la parte superior y bájalo debajo para hacer un paquete doble (esto hace que los pudines estancen). Ate con más cuerda y prepara un mango para facilitar la entrada y salida de la sartén. Mire nuestro video para ver cómo atar un budín correctamente.

Hervir o vapor de horno los pudines durante 8 horas, llenando con agua según sea necesario. Retirar de las sartenes y dejar enfriar durante la noche. Cuando esté frío, deseche las envolturas desordenadas y vuelva a envolver en un nuevo pergamino para hornear, papel y cuerda. Almacene en un lugar fresco y seco hasta Navidad. 

Para hacer la mantequilla de brandy, críe la mantequilla con la ralladura de naranja y el azúcar de glaseado. Poco a poco vencido en el brandy o el coñac y el jengibre tallo picado. Pon en un tazón pequeño, tenga la bifurcación de la parte superior atractiva y coloque en el refrigerador para establecerse. La mantequilla se mantendrá durante una semana en el refrigerador, o se puede congelar por hasta seis semanas. 

El día de Navidad, hierve u vapor de horno durante 1 hora. Desenvuelve y sale. Para llamar, calentar 3-4 cucharadas de brandy en una sartén pequeña, verterlo sobre el budín y poner luz.","Almendras, manzanas de Bramley, cáscara confitada, pasas, harina lisa, migas de pan, azúcar muscovado, huevos, brandy, mantequilla",3870.0,98.745,465.11,277.677,https://www.themealdb.com/images/media/meals/1d85821576790598.jpg
